RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_START_SG	SAMPLE_START_TZ_CD	SAMPLE_START_LOCAL_TM_FG	SAMPLE_END_DT	SAMPLE_END_SG	SAMPLE_END_TZ_CD	SAMPLE_END_LOCAL_TM_FG	SAMPLE_ID	TM_DATUM_RLBLTY_CD	ANL_STAT_CD	HYD_COND_CD	SAMP_TYPE_CD	HYD_EVENT_CD	PROJECT_CD	AQFR_CD	LAB_NO	TU_ID	BODY_PART_ID	COLL_ENT_CD	SIDNO_PARTY_CD	SAMPLE_CN	SAMPLE_CR	SAMPLE_MN	SAMPLE_MD	STATION_NM	DEC_LAT_VA	DEC_LONG_VA	HUC_CD	Stream width	Temperature, water	Temperature, air	Air pressure	Discharge, instant.	No. of sampling pts.	Gage height	Specific cond at 25C	Dissolved oxygen	pH	ANC, wu,fxdEP,fld	Alkalinity, wf,fixedEP,field	Phosphorus, wu	Phosphorus, wf	Calcium, wf	Calcium, wu,recov	Magnesium, wf	Magnesium, wu,recov	Sodium, wu,recov	Sodium, wf	Potassium, wf	Potassium, wu,recov	Chloride, wf	Sulfate, wf	Sulfate, wu	Silica, wu	Silica, wf	Silica, wu.1	Arsenic, wu	Vanadium, wu	Arsenic, wf	Barium, wf	Barium, wu,recov	Beryllium, wf	Beryllium, wu,recov	Bismuth, wf	Bismuth, wu	Cadmium, wf	Chromium, wf	Chromium, wu,recov	Cobalt, wf	Cobalt, wu,recov	Copper, wf	Copper, wu,recov	Iron, wu,recov	Iron, wf	Iron(II), wf	Lead, wf	Lead, wu,recov	Manganese, wu,recov	Manganese, wf	Thallium, wf	Thallium, wu	Molybdenum, wf	Molybdenum, wu,recov	Nickel, wf	Nickel, wu,recov	Silver, wf	Silver, wu,recov	Strontium, wf	Strontium, wu,recov	Vanadium, wf	Zinc, wf	Zinc, wu,recov	Antimony, wf	Antimony, wu	Aluminum, wu,recov	Aluminum, wf	Cerium, wf	Cerium, wu	Cadmium, wu,recov	Cesium, wf	Cesium, wu	Gallium, wf	Gallium, wu	Germanium, wf	Germanium, wu	Lithium, wf	Lithium, wu,recov	Rubidium, wf	Rubidium, wu	Selenium, wf	Selenium, wu	Titanium, wf	Titanium, wu	Tungsten, wu	Tungsten, wf	Zirconium, wf	Zirconium, wu	Lanthanum, wf	Lanthanum, wu	Scandium, wf	Scandium, wu	Ytterbium, wf	Ytterbium, wu	Yttrium, wf	Yttrium, wu	Terbium, wu	Gadolinium, wu	Europium, wu	Neodymium, wu	Praseodymium, wu	Niobium, wu	Lutetium, wu	Thulium, wu	Erbium, wu	Holmium, wu	Oil & grease, severity	Suds or foam, severity	Float.Garbage, svrty	Floating algae mats, severity	Odor, severity	Dead fish, severity	Floating debris, severity	Turbidity, severity	Tritium, wu	Uranium, wf	Uranium, wu	Bicarbonate, wu,Gran,field	Alkalinity,wf,Gran,field	ANC, wu,Gran,field	Transit rate, sampler	Site visit purpose	Erbium, wf	Europium, wf	Gadolinium, wf	Holmium, wf	Neodymium, wf	Niobium, wf	Praseodymium, wf	Terbium, wf	Thulium, wf	Lutetium, wf	Bicarbonate, wf, Gran, field	Hydrogen sulfide, wu	Sample purpose	Sample source	Sampling condition	Sample location, downstream	Sample location, upstream	Tritium 2scu, wu	Sulfur, wu	Stream velocity	H-2/H-1 ratio, wu	delta O-18, wu	Tantalum, wu	Tantalum, wf	Samarium, wu	Samarium, wf	Dysprosium, wu	Dysprosium, wf	Thorium, wu	Thorium, wf	Sampling method	Sampler type	Sample splitter type	Iron(III), calculated, wf	Type of replicate	Type of QA data	Topical QC data purpose	SpecCond,wu25degCLab	Type of blank solution	Source of blank solution	Type of blank sample	Source of reference material	Lot No, 1st, inorg grade watr
01200662	USGS 	391452106224201	WS 	2011-10-04 10:10:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:41	kwaltond	2011-12-09 18:13:41	LF-580 LAKEFORK DS FROM SUGARLOAF GULCH NR LEADVIL	39.2477777777778	-106.378333333333	11020001	NA	6.81 	NA	535.7 	2.99 	NA	NA	47 	9.49 	6.57 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	5 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200663	USGS 	391559106230901	WG 	2011-10-04 11:05:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:41	kwaltond	2011-12-09 18:13:41	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	39.2663888888889	-106.385833333333	11020001	NA	4.22 	NA	527.9 	.0011 	NA	NA	182 	.7 	5.65 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	.5 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200664	USGS 	391606106241601	WG 	2011-10-04 11:40:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:41	kwaltond	2011-12-09 18:13:41	SC00908113ADB TL-ADIT	39.2683333333333	-106.404444444444	11020001	NA	4.36 	NA	529.8 	.0055 	NA	NA	278 	9.23 	3.39 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	.5 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200666	USGS 	391443106225701	WS 	2011-10-04 13:30:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:42	kwaltond	2011-12-09 18:13:42	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	39.2455555555556	-106.385833333333	11020001	NA	8.01 	NA	533.7 	.01 	NA	.05 	74 	8.31 	6.95 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200667	USGS 	391445106230701	WG 	2011-10-04 14:00:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:42	kwaltond	2011-12-09 18:13:42	SC00908124DDDA1 SBGS-01 STRAWBERRY GULCH SEEP 1	39.2458333333333	-106.385277777778	11020001	NA	8.19 	NA	531.4 	.00088 	NA	NA	177 	6.43 	6.89 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	2 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200668	USGS 	391445106230901	WS 	2011-10-04 14:14:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:42	kwaltond	2011-12-09 18:13:42	SBG-01 STRAWBERRY GULCH 01 NR LEADVILLE, CO	39.2458333333333	-106.385833333333	11020001	NA	7.75 	NA	531.1 	.0017 	NA	NA	88 	8.58 	7.55 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200669	USGS 	391449106232001	WG 	2011-10-04 14:43:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:42	kwaltond	2011-12-09 18:13:42	SC00908124DDBC1 SBGS-02 STRAWBERRY GULCH SEEP 2	39.2469444444444	-106.388888888889	11020001	NA	8.64 	NA	528.1 	.0035 	NA	NA	191 	2.82 	6.76 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200670	USGS 	391456106232901	WS 	2011-10-04 15:08:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:43	kwaltond	2011-12-09 18:13:43	SBG-03 STRAWBERRY GULCH 3	39.2488888888889	-106.391388888889	11020001	NA	6.3 	NA	524.2 	.0096 	NA	.048 	42 	8.29 	6.93 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200671	USGS 	391509106231901	WG 	2011-10-04 16:05:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:43	kwaltond	2011-12-09 18:13:43	SC00908124ADCB1 SLGS-02 SUGARLOAF GULCH SEEP 2	39.2525	-106.388611111111	11020001	NA	6.68 	NA	524.2 	.0099 	NA	NA	368 	3.75 	3.9 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200672	USGS 	391513106232601	WG 	2011-10-04 15:43:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	4	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:43	kwaltond	2011-12-09 18:13:43	SC00908124ACAD1 SLGS-04 SUGARLOAF GULCH SEEP 4	39.2536111111111	-106.390555555556	11020001	NA	6.61 	NA	521.9 	.0061 	NA	NA	554 	7.18 	3.83 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01200673	USGS 	391502106230601	WS 	2011-10-04 16:25:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	8	9	9	009YD0200	NA	NA	NA	NA	USGSCOWC	NA	kwaltond	2011-12-09 18:13:44	kwaltond	2011-12-09 18:13:44	SUGARLOAF GL ABV NELSON MINE DR TUNL ABV LAKE FORK	39.2505555555556	-106.385	11020001	NA	6.64 	NA	528.3 	.044 	NA	NA	478 	8.78 	3.68 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	NA	NA	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8000 	NA	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202524	USGS 	391540106230501	WG 	2012-05-29 14:35:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780195	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:53	qwdxco  	2012-07-26 11:40:21	SC00908113DDAD1 BGS-11 BARTLETT GULCH SEEP 11 NR L	39.2611111111111	-106.384722222222	11020001	.9 	13.67 	NA	525.6 	.00245 E	1 	NA	216 	8.12 	6.6 	NA	5.9 	NA	NA	23.9990652 	NA	5.85431077 	NA	NA	3.4791862 	1.57142215 	NA	.201 	88.775 	NA	NA	15.237102 	NA	NA	NA	.09510984 	34.9666526 	NA	NA	NA	NA	NA	2.72644817 	.13362485 	NA	.03216102 	NA	.39515332 	NA	NA	4.06385737 	NA	.01328391 	NA	NA	7.73252266 	NA	NA	.02549798 	NA	10.384609 	NA	.02 <	NA	177.203979 	NA	.04638549 	1748.72243 	NA	NA	NA	NA	6.51784562 	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40461375 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.01667625 	NA	NA	4.1 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5 	NA	10 	NA	NA	NA	NA	NA	NA	NA	-139.68 	-18.5 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202525	USGS 	391512106224001	WG 	2012-05-29 12:45:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780199	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:54	qwdxco  	2012-07-26 11:40:21	SC00908019BDCA1 K-ADIT MINE DRAINAGE TUN NR LEADVI	39.2533333333333	-106.377777777778	11020001	.5 	6.55 	NA	527 	.00245 E	1 	NA	412 	8.71 	7.24 	NA	155.5 	NA	NA	42.7431446 	43.1844355 	24.9562276 	25.5828491 	3.50245061 	3.47028431 	.89574639 	.89396509 	.388 	67.437 	NA	NA	14.0233186 	14.3606915 	.36189644 	.04227353 	.22711403 	42.887813 	44.4960472 	NA	NA	NA	NA	.01 <	.14521502 	.15927728 	.95577297 	1.09567044 	.11537522 	.11125127 	937.108465 	45.0943616 	NA	.03888314 	.06918458 	615.057293 	553.565559 	NA	NA	.19758538 	.20125516 	.75069312 	.79996234 	.02 <	.02 <	112.539391 	117.045742 	.01448829 	8.06580861 	4.62553652 	NA	NA	64.2737572 	42.3102613 	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	2.79172765 	2.76608519 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	2.8024272 	2.94728594 	NA	153.8 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	187.2 	NA	10 	NA	NA	NA	NA	NA	22.0238456 	NA	-136.78 	-17.99 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202526	USGS 	391559106230901	WG 	2012-05-29 15:30:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780203	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:54	qwdxco  	2012-07-26 11:40:21	SC00908113ADDD1 TLSS-03 TURQUOISE LAKE SOUTH SEEP	39.2663888888889	-106.385833333333	11020001	.8 	3.81 	NA	527 	.0015 	1 	NA	182 	2.16 	5.62 	NA	5.8 	NA	NA	8.48263715 	8.43495833 	10.1869617 	10.1298486 	4.2921178 	4.30143357 	.66974345 	.74027055 	.329 	72.331 	NA	NA	24.9823158 	25.5998054 	.07272299 	.20435285 	.03 <	7.88235122 	11.5071197 	NA	NA	NA	NA	2.6590448 	.06539782 	.25117867 	1.30443293 	1.54248787 	1.19100677 	1.95071268 	871.334397 	3.11086672 	NA	.1115058 	2.73131378 	4175.24031 	4114.53761 	NA	NA	.01 <	.01802487 	5.22861648 	5.52429377 	.02 <	.02 <	12.3976865 	13.4025286 	.01 <	810.859825 	805.263308 	NA	NA	664.400927 	522.001216 	NA	NA	2.80402542 	NA	NA	NA	NA	NA	NA	6.71008218 	6.72443029 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.05677628 	.12870535 	NA	3.7 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7 	NA	10 	NA	NA	NA	NA	NA	23.2629536 	NA	-136.12 	-18.13 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202527	USGS 	391517106223801	WG 	2012-05-29 13:20:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780191	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:54	qwdxco  	2012-07-26 11:40:21	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	39.2547222222222	-106.377222222222	11020001	.5 	6.17 	NA	527 	.06 	1 	NA	183 	5.79 	5.61 	NA	7.34 	NA	NA	17.2526234 	16.8680126 	5.99435507 	5.95863355 	3.42694244 	3.46088812 	1.16704053 	1.20151289 	.306 	69.093 	NA	NA	17.4919163 	17.3949707 	2.11219421 	.0301953 	.34851751 	26.5881336 	26.2535091 	NA	NA	NA	NA	3.45926143 	.11409563 	.11664981 	3.42330809 	3.40250429 	7.42855659 	8.17862248 	2117.90888 	78.519168 	NA	.07380404 	5.53980876 	1702.1654 	1726.68973 	NA	NA	.01 <	.18059924 	5.66003324 	5.60746939 	.02 <	.51795004 	83.5794593 	82.1443444 	.01 <	586.758279 	577.007177 	NA	NA	191.223557 	156.614085 	NA	NA	3.43521977 	NA	NA	NA	NA	NA	NA	2.28068443 	2.24996333 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	2 	0 	0 	0 	0 	NA	.10937911 	.18747394 	NA	5.2 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.7 	NA	10 	NA	NA	NA	NA	NA	22.8205251 	NA	-139.77 	-18.5 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	NA	1 	NA	NA	NA	NA	NA	NA	NA
01202528	USGS 	391600106235701	WS 	2012-05-29 16:30:00	m	MST   	Y	NA	NA	NA	NA	NA	K	U	5	9	9	009YD0100	NA	1780187	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 16:59:54	qwdxco  	2012-07-26 11:40:21	TLS-05 TURQUOISE LAKE SOUTH 5	39.2666666666667	-106.399166666667	11020001	.4 	1.63 	NA	525.9 	.0036 	1 	NA	52 	9.27 	6.02 	NA	5.8 	NA	NA	4.70902432 	4.72114532 	1.27640452 	1.28127064 	1.45341264 	1.42557539 	.62089579 	.63679327 	.205 	16.951 	NA	NA	8.64931603 	8.60685871 	.0703683 	.021584 	.07337099 	19.7758335 	21.4462607 	NA	NA	NA	NA	1.21990869 	.07994148 	.19094397 	.01493762 	.01727154 	.7820118 	.81769073 	16.437393 	5.5146769 	NA	.0204941 	.07128394 	3.76508464 	1.14680384 	NA	NA	.02568488 	.01954116 	.91415165 	.94317949 	.02 <	.02 <	33.7132199 	34.366468 	.0150947 	54.312981 	54.4936494 	NA	NA	30.6846939 	19.3158591 	NA	NA	1.26086789 	NA	NA	NA	NA	NA	NA	.27757794 	.29427106 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.03876022 	.04404139 	NA	4.2 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2 	NA	10 	NA	NA	NA	NA	NA	5.20602894 	NA	-138.19 	-18.39 	NA	NA	NA	NA	NA	NA	NA	NA	70 	8010 	200 	NA	NA	10 	NA	NA	NA	NA	NA	NA	NA
